timestamp,value,item_id,domain,metric_type,freq
2024-12-22 19:13:00,3.0422515869140625,ds_0_T,Networking,count,T
2024-12-22 19:14:00,1.8803231716156006,ds_0_T,Networking,count,T
2024-12-22 19:15:00,2.752650499343872,ds_0_T,Networking,count,T
2024-12-22 19:16:00,2.3231987953186035,ds_0_T,Networking,count,T
2024-12-22 19:17:00,2.8033483028411865,ds_0_T,Networking,count,T
2024-12-22 19:18:00,2.0778183937072754,ds_0_T,Networking,count,T
2024-12-22 19:19:00,0.9481176733970642,ds_0_T,Networking,count,T
2024-12-22 19:20:00,3.2246885299682617,ds_0_T,Networking,count,T
2024-12-22 19:21:00,1.849324107170105,ds_0_T,Networking,count,T
2024-12-22 19:22:00,3.769028902053833,ds_0_T,Networking,count,T
2024-12-22 19:23:00,3.08449125289917,ds_0_T,Networking,count,T
2024-12-22 19:24:00,1.5041028261184692,ds_0_T,Networking,count,T
2024-12-22 19:25:00,2.9320154190063477,ds_0_T,Networking,count,T
2024-12-22 19:26:00,2.734144449234009,ds_0_T,Networking,count,T
2024-12-22 19:27:00,2.687753438949585,ds_0_T,Networking,count,T
2024-12-22 19:28:00,2.1483378410339355,ds_0_T,Networking,count,T
2024-12-22 19:29:00,3.8134093284606934,ds_0_T,Networking,count,T
2024-12-22 19:30:00,2.403135061264038,ds_0_T,Networking,count,T
2024-12-22 19:31:00,1.6716479063034058,ds_0_T,Networking,count,T
2024-12-22 19:32:00,2.765127658843994,ds_0_T,Networking,count,T
2024-12-22 19:33:00,1.4128198623657227,ds_0_T,Networking,count,T
2024-12-22 19:34:00,2.1942086219787598,ds_0_T,Networking,count,T
2024-12-22 19:35:00,3.646698236465454,ds_0_T,Networking,count,T
2024-12-22 19:36:00,2.0780792236328125,ds_0_T,Networking,count,T
2024-12-22 19:37:00,4.393077373504639,ds_0_T,Networking,count,T
2024-12-22 19:38:00,1.618553638458252,ds_0_T,Networking,count,T
2024-12-22 19:39:00,1.875753402709961,ds_0_T,Networking,count,T
2024-12-22 19:40:00,3.0853018760681152,ds_0_T,Networking,count,T
2024-12-22 19:41:00,1.2922306060791016,ds_0_T,Networking,count,T
2024-12-22 19:42:00,2.291414499282837,ds_0_T,Networking,count,T
2024-12-22 19:43:00,1.6862924098968506,ds_0_T,Networking,count,T
2024-12-22 19:44:00,1.7804479598999023,ds_0_T,Networking,count,T
2024-12-22 19:45:00,2.298156499862671,ds_0_T,Networking,count,T
2024-12-22 19:46:00,1.9528319835662842,ds_0_T,Networking,count,T
2024-12-22 19:47:00,2.2260780334472656,ds_0_T,Networking,count,T
2024-12-22 19:48:00,1.6986112594604492,ds_0_T,Networking,count,T
2024-12-22 19:49:00,2.3746144771575928,ds_0_T,Networking,count,T
2024-12-22 19:50:00,2.85288667678833,ds_0_T,Networking,count,T
2024-12-22 19:51:00,1.4900473356246948,ds_0_T,Networking,count,T
2024-12-22 19:52:00,3.668179988861084,ds_0_T,Networking,count,T
2024-12-22 19:53:00,2.2209277153015137,ds_0_T,Networking,count,T
2024-12-22 19:54:00,2.3840625286102295,ds_0_T,Networking,count,T
2024-12-22 19:55:00,1.9650228023529053,ds_0_T,Networking,count,T
2024-12-22 19:56:00,1.3595329523086548,ds_0_T,Networking,count,T
2024-12-22 19:57:00,2.7542967796325684,ds_0_T,Networking,count,T
2024-12-22 19:58:00,2.0911855697631836,ds_0_T,Networking,count,T
2024-12-22 19:59:00,2.0603978633880615,ds_0_T,Networking,count,T
2024-12-22 20:00:00,2.5994303226470947,ds_0_T,Networking,count,T
2024-12-22 20:01:00,2.4231057167053223,ds_0_T,Networking,count,T
2024-12-22 20:02:00,2.2897706031799316,ds_0_T,Networking,count,T
2024-12-22 20:03:00,1.7149335145950317,ds_0_T,Networking,count,T
2024-12-22 20:04:00,2.0361487865448,ds_0_T,Networking,count,T
2024-12-22 20:05:00,2.459526777267456,ds_0_T,Networking,count,T
2024-12-22 20:06:00,1.2583391666412354,ds_0_T,Networking,count,T
2024-12-22 20:07:00,3.933523416519165,ds_0_T,Networking,count,T
2024-12-22 20:08:00,1.7941027879714966,ds_0_T,Networking,count,T
2024-12-22 20:09:00,3.016061782836914,ds_0_T,Networking,count,T
2024-12-22 20:10:00,2.77748441696167,ds_0_T,Networking,count,T
2024-12-22 20:11:00,2.5008394718170166,ds_0_T,Networking,count,T
2024-12-22 20:12:00,3.0822510719299316,ds_0_T,Networking,count,T
2024-12-22 20:13:00,1.565273404121399,ds_0_T,Networking,count,T
2024-12-22 20:14:00,2.95782470703125,ds_0_T,Networking,count,T
2024-12-22 20:15:00,2.351728916168213,ds_0_T,Networking,count,T
2024-12-22 20:16:00,2.4754254817962646,ds_0_T,Networking,count,T
2024-12-22 20:17:00,2.57096004486084,ds_0_T,Networking,count,T
2024-12-22 20:18:00,1.1021896600723267,ds_0_T,Networking,count,T
2024-12-22 20:19:00,1.5543972253799438,ds_0_T,Networking,count,T
2024-12-22 20:20:00,2.7690088748931885,ds_0_T,Networking,count,T
2024-12-22 20:21:00,2.250692129135132,ds_0_T,Networking,count,T
2024-12-22 20:22:00,2.9585211277008057,ds_0_T,Networking,count,T
2024-12-22 20:23:00,2.630542039871216,ds_0_T,Networking,count,T
2024-12-22 20:24:00,2.315380096435547,ds_0_T,Networking,count,T
2024-12-22 20:25:00,2.3251030445098877,ds_0_T,Networking,count,T
2024-12-22 20:26:00,1.9170737266540527,ds_0_T,Networking,count,T
2024-12-22 20:27:00,2.4270734786987305,ds_0_T,Networking,count,T
2024-12-22 20:28:00,3.263291835784912,ds_0_T,Networking,count,T
2024-12-22 20:29:00,3.1875064373016357,ds_0_T,Networking,count,T
2024-12-22 20:30:00,2.5293431282043457,ds_0_T,Networking,count,T
2024-12-22 20:31:00,3.0524840354919434,ds_0_T,Networking,count,T
2024-12-22 20:32:00,3.52407169342041,ds_0_T,Networking,count,T
2024-12-22 20:33:00,1.5340763330459595,ds_0_T,Networking,count,T
2024-12-22 20:34:00,1.3692669868469238,ds_0_T,Networking,count,T
2024-12-22 20:35:00,2.9280223846435547,ds_0_T,Networking,count,T
2024-12-22 20:36:00,2.6979877948760986,ds_0_T,Networking,count,T
2024-12-22 20:37:00,3.3418593406677246,ds_0_T,Networking,count,T
2024-12-22 20:38:00,1.9905564785003662,ds_0_T,Networking,count,T
2024-12-22 20:39:00,2.9393959045410156,ds_0_T,Networking,count,T
2024-12-22 20:40:00,3.1249706745147705,ds_0_T,Networking,count,T
2024-12-22 20:41:00,1.79926598072052,ds_0_T,Networking,count,T
2024-12-22 20:42:00,2.4500572681427,ds_0_T,Networking,count,T
2024-12-22 20:43:00,1.6812007427215576,ds_0_T,Networking,count,T
2024-12-22 20:44:00,2.680269956588745,ds_0_T,Networking,count,T
2024-12-22 20:45:00,1.9910160303115845,ds_0_T,Networking,count,T
2024-12-22 20:46:00,2.243605375289917,ds_0_T,Networking,count,T
2024-12-22 20:47:00,1.8542653322219849,ds_0_T,Networking,count,T
2024-12-22 20:48:00,1.8303358554840088,ds_0_T,Networking,count,T
2024-12-22 20:49:00,1.7752588987350464,ds_0_T,Networking,count,T
2024-12-22 20:50:00,2.8955864906311035,ds_0_T,Networking,count,T
2024-12-22 20:51:00,1.4880250692367554,ds_0_T,Networking,count,T
2024-12-22 20:52:00,2.4929678440093994,ds_0_T,Networking,count,T
2024-12-22 20:53:00,3.0614864826202393,ds_0_T,Networking,count,T
2024-12-22 20:54:00,2.2287726402282715,ds_0_T,Networking,count,T
2024-12-22 20:55:00,2.631120443344116,ds_0_T,Networking,count,T
2024-12-22 20:56:00,2.010236978530884,ds_0_T,Networking,count,T
2024-12-22 20:57:00,1.5121569633483887,ds_0_T,Networking,count,T
2024-12-22 20:58:00,1.802046298980713,ds_0_T,Networking,count,T
2024-12-22 20:59:00,2.681893825531006,ds_0_T,Networking,count,T
2024-12-22 21:00:00,2.1589863300323486,ds_0_T,Networking,count,T
2024-12-22 21:01:00,2.2119622230529785,ds_0_T,Networking,count,T
2024-12-22 21:02:00,2.0632152557373047,ds_0_T,Networking,count,T
2024-12-22 21:03:00,2.0690178871154785,ds_0_T,Networking,count,T
2024-12-22 21:04:00,1.9650228023529053,ds_0_T,Networking,count,T
2024-12-22 21:05:00,2.671729564666748,ds_0_T,Networking,count,T
2024-12-22 21:06:00,3.241565465927124,ds_0_T,Networking,count,T
2024-12-22 21:07:00,2.9074642658233643,ds_0_T,Networking,count,T
2024-12-22 21:08:00,1.648934245109558,ds_0_T,Networking,count,T
2024-12-22 21:09:00,2.6651132106781006,ds_0_T,Networking,count,T
2024-12-22 21:10:00,3.4485855102539062,ds_0_T,Networking,count,T
2024-12-22 21:11:00,2.951808214187622,ds_0_T,Networking,count,T
2024-12-22 21:12:00,2.660240650177002,ds_0_T,Networking,count,T
2024-12-22 21:13:00,1.9095466136932373,ds_0_T,Networking,count,T
2024-12-22 21:14:00,3.4032185077667236,ds_0_T,Networking,count,T
2024-12-22 21:15:00,1.983885407447815,ds_0_T,Networking,count,T
2024-12-22 21:16:00,2.2852866649627686,ds_0_T,Networking,count,T
2024-12-22 21:17:00,2.2179815769195557,ds_0_T,Networking,count,T
2024-12-22 21:18:00,2.0026557445526123,ds_0_T,Networking,count,T
2024-12-22 21:19:00,2.4323017597198486,ds_0_T,Networking,count,T
2024-12-22 21:20:00,2.589601993560791,ds_0_T,Networking,count,T
2024-12-22 21:21:00,1.9873920679092407,ds_0_T,Networking,count,T
2024-12-22 21:22:00,3.6817362308502197,ds_0_T,Networking,count,T
2024-12-22 21:23:00,2.823814630508423,ds_0_T,Networking,count,T
2024-12-22 21:24:00,1.942264437675476,ds_0_T,Networking,count,T
2024-12-22 21:25:00,3.7282891273498535,ds_0_T,Networking,count,T
2024-12-22 21:26:00,1.7279078960418701,ds_0_T,Networking,count,T
2024-12-22 21:27:00,2.0098612308502197,ds_0_T,Networking,count,T
2024-12-22 21:28:00,2.7538516521453857,ds_0_T,Networking,count,T
2024-12-22 21:29:00,3.533221483230591,ds_0_T,Networking,count,T
2024-12-22 21:30:00,2.302260160446167,ds_0_T,Networking,count,T
2024-12-22 21:31:00,2.7658445835113525,ds_0_T,Networking,count,T
2024-12-22 21:32:00,2.693664073944092,ds_0_T,Networking,count,T
2024-12-22 21:33:00,1.2292604446411133,ds_0_T,Networking,count,T
2024-12-22 21:34:00,1.9591871500015259,ds_0_T,Networking,count,T
2024-12-22 21:35:00,3.3834948539733887,ds_0_T,Networking,count,T
2024-12-22 21:36:00,1.8634593486785889,ds_0_T,Networking,count,T
2024-12-22 21:37:00,2.941638469696045,ds_0_T,Networking,count,T
2024-12-22 21:38:00,3.850856065750122,ds_0_T,Networking,count,T
2024-12-22 21:39:00,3.128227710723877,ds_0_T,Networking,count,T
2024-12-22 21:40:00,2.935365915298462,ds_0_T,Networking,count,T
2024-12-22 21:41:00,1.9191066026687622,ds_0_T,Networking,count,T
2024-12-22 21:42:00,2.834916114807129,ds_0_T,Networking,count,T
2024-12-22 21:43:00,5.014490604400635,ds_0_T,Networking,count,T
2024-12-22 21:44:00,4.436473846435547,ds_0_T,Networking,count,T
2024-12-22 21:45:00,2.4762041568756104,ds_0_T,Networking,count,T
2024-12-22 21:46:00,2.015596866607666,ds_0_T,Networking,count,T
2024-12-22 21:47:00,3.1726789474487305,ds_0_T,Networking,count,T
2024-12-22 21:48:00,1.8388919830322266,ds_0_T,Networking,count,T
2024-12-22 21:49:00,0.5737086534500122,ds_0_T,Networking,count,T
2024-12-22 21:50:00,2.6013643741607666,ds_0_T,Networking,count,T
2024-12-22 21:51:00,1.6494014263153076,ds_0_T,Networking,count,T
2024-12-22 21:52:00,3.1796536445617676,ds_0_T,Networking,count,T
2024-12-22 21:53:00,2.052263021469116,ds_0_T,Networking,count,T
2024-12-22 21:54:00,2.089287042617798,ds_0_T,Networking,count,T
2024-12-22 21:55:00,3.0625813007354736,ds_0_T,Networking,count,T
2024-12-22 21:56:00,3.159125328063965,ds_0_T,Networking,count,T
2024-12-22 21:57:00,2.4813222885131836,ds_0_T,Networking,count,T
2024-12-22 21:58:00,2.352757692337036,ds_0_T,Networking,count,T
2024-12-22 21:59:00,3.215467929840088,ds_0_T,Networking,count,T
2024-12-22 22:00:00,3.0940158367156982,ds_0_T,Networking,count,T
2024-12-22 22:01:00,2.659763813018799,ds_0_T,Networking,count,T
2024-12-22 22:02:00,2.2585697174072266,ds_0_T,Networking,count,T
2024-12-22 22:03:00,1.579448938369751,ds_0_T,Networking,count,T
2024-12-22 22:04:00,2.4257683753967285,ds_0_T,Networking,count,T
2024-12-22 22:05:00,3.626325845718384,ds_0_T,Networking,count,T
2024-12-22 22:06:00,1.7711551189422607,ds_0_T,Networking,count,T
2024-12-22 22:07:00,4.668976306915283,ds_0_T,Networking,count,T
2024-12-22 22:08:00,1.875753402709961,ds_0_T,Networking,count,T
2024-12-22 22:09:00,3.0295443534851074,ds_0_T,Networking,count,T
2024-12-22 22:10:00,3.593780040740967,ds_0_T,Networking,count,T
2024-12-22 22:11:00,1.925764560699463,ds_0_T,Networking,count,T
2024-12-22 22:12:00,3.185598611831665,ds_0_T,Networking,count,T
2024-12-22 22:13:00,3.0342154502868652,ds_0_T,Networking,count,T
2024-12-22 22:14:00,2.745405912399292,ds_0_T,Networking,count,T
2024-12-22 22:15:00,2.8361077308654785,ds_0_T,Networking,count,T
2024-12-22 22:16:00,2.10187029838562,ds_0_T,Networking,count,T
2024-12-22 22:17:00,1.9793832302093506,ds_0_T,Networking,count,T
2024-12-22 22:18:00,0.6825335621833801,ds_0_T,Networking,count,T
2024-12-22 22:19:00,1.3244632482528687,ds_0_T,Networking,count,T
2024-12-22 22:20:00,2.708552598953247,ds_0_T,Networking,count,T
2024-12-22 22:21:00,1.891495704650879,ds_0_T,Networking,count,T
2024-12-22 22:22:00,4.512280464172363,ds_0_T,Networking,count,T
2024-12-22 22:23:00,5.246208190917969,ds_0_T,Networking,count,T
2024-12-22 22:24:00,2.8955864906311035,ds_0_T,Networking,count,T
2024-12-22 22:25:00,3.2572596073150635,ds_0_T,Networking,count,T
2024-12-22 22:26:00,2.3176445960998535,ds_0_T,Networking,count,T
2024-12-22 22:27:00,2.620215892791748,ds_0_T,Networking,count,T
2024-12-22 22:28:00,3.067110061645508,ds_0_T,Networking,count,T
2024-12-22 22:29:00,2.75883150100708,ds_0_T,Networking,count,T
2024-12-22 22:30:00,2.847907543182373,ds_0_T,Networking,count,T
2024-12-22 22:31:00,2.4752063751220703,ds_0_T,Networking,count,T
2024-12-22 22:32:00,2.5470545291900635,ds_0_T,Networking,count,T
2024-12-22 19:13:00,3.0422515869140625,ds_0_T,Application Usage,count,T
2024-12-22 19:14:00,1.8803231716156006,ds_0_T,Application Usage,count,T
2024-12-22 19:15:00,2.752650499343872,ds_0_T,Application Usage,count,T
2024-12-22 19:16:00,2.3231987953186035,ds_0_T,Application Usage,count,T
2024-12-22 19:17:00,2.8033483028411865,ds_0_T,Application Usage,count,T
2024-12-22 19:18:00,2.0778183937072754,ds_0_T,Application Usage,count,T
2024-12-22 19:19:00,0.9481176733970642,ds_0_T,Application Usage,count,T
2024-12-22 19:20:00,3.2246885299682617,ds_0_T,Application Usage,count,T
2024-12-22 19:21:00,1.849324107170105,ds_0_T,Application Usage,count,T
2024-12-22 19:22:00,3.769028902053833,ds_0_T,Application Usage,count,T
2024-12-22 19:23:00,3.08449125289917,ds_0_T,Application Usage,count,T
2024-12-22 19:24:00,1.5041028261184692,ds_0_T,Application Usage,count,T
2024-12-22 19:25:00,2.9320154190063477,ds_0_T,Application Usage,count,T
2024-12-22 19:26:00,2.734144449234009,ds_0_T,Application Usage,count,T
2024-12-22 19:27:00,2.687753438949585,ds_0_T,Application Usage,count,T
2024-12-22 19:28:00,2.1483378410339355,ds_0_T,Application Usage,count,T
2024-12-22 19:29:00,3.8134093284606934,ds_0_T,Application Usage,count,T
2024-12-22 19:30:00,2.403135061264038,ds_0_T,Application Usage,count,T
2024-12-22 19:31:00,1.6716479063034058,ds_0_T,Application Usage,count,T
2024-12-22 19:32:00,2.765127658843994,ds_0_T,Application Usage,count,T
2024-12-22 19:33:00,1.4128198623657227,ds_0_T,Application Usage,count,T
2024-12-22 19:34:00,2.1942086219787598,ds_0_T,Application Usage,count,T
2024-12-22 19:35:00,3.646698236465454,ds_0_T,Application Usage,count,T
2024-12-22 19:36:00,2.0780792236328125,ds_0_T,Application Usage,count,T
2024-12-22 19:37:00,4.393077373504639,ds_0_T,Application Usage,count,T
2024-12-22 19:38:00,1.618553638458252,ds_0_T,Application Usage,count,T
2024-12-22 19:39:00,1.875753402709961,ds_0_T,Application Usage,count,T
2024-12-22 19:40:00,3.0853018760681152,ds_0_T,Application Usage,count,T
2024-12-22 19:41:00,1.2922306060791016,ds_0_T,Application Usage,count,T
2024-12-22 19:42:00,2.291414499282837,ds_0_T,Application Usage,count,T
2024-12-22 19:43:00,1.6862924098968506,ds_0_T,Application Usage,count,T
2024-12-22 19:44:00,1.7804479598999023,ds_0_T,Application Usage,count,T
2024-12-22 19:45:00,2.298156499862671,ds_0_T,Application Usage,count,T
2024-12-22 19:46:00,1.9528319835662842,ds_0_T,Application Usage,count,T
2024-12-22 19:47:00,2.2260780334472656,ds_0_T,Application Usage,count,T
2024-12-22 19:48:00,1.6986112594604492,ds_0_T,Application Usage,count,T
2024-12-22 19:49:00,2.3746144771575928,ds_0_T,Application Usage,count,T
2024-12-22 19:50:00,2.85288667678833,ds_0_T,Application Usage,count,T
2024-12-22 19:51:00,1.4900473356246948,ds_0_T,Application Usage,count,T
2024-12-22 19:52:00,3.668179988861084,ds_0_T,Application Usage,count,T
2024-12-22 19:53:00,2.2209277153015137,ds_0_T,Application Usage,count,T
2024-12-22 19:54:00,2.3840625286102295,ds_0_T,Application Usage,count,T
2024-12-22 19:55:00,1.9650228023529053,ds_0_T,Application Usage,count,T
2024-12-22 19:56:00,1.3595329523086548,ds_0_T,Application Usage,count,T
2024-12-22 19:57:00,2.7542967796325684,ds_0_T,Application Usage,count,T
2024-12-22 19:58:00,2.0911855697631836,ds_0_T,Application Usage,count,T
2024-12-22 19:59:00,2.0603978633880615,ds_0_T,Application Usage,count,T
2024-12-22 20:00:00,2.5994303226470947,ds_0_T,Application Usage,count,T
2024-12-22 20:01:00,2.4231057167053223,ds_0_T,Application Usage,count,T
2024-12-22 20:02:00,2.2897706031799316,ds_0_T,Application Usage,count,T
2024-12-22 20:03:00,1.7149335145950317,ds_0_T,Application Usage,count,T
2024-12-22 20:04:00,2.0361487865448,ds_0_T,Application Usage,count,T
2024-12-22 20:05:00,2.459526777267456,ds_0_T,Application Usage,count,T
2024-12-22 20:06:00,1.2583391666412354,ds_0_T,Application Usage,count,T
2024-12-22 20:07:00,3.933523416519165,ds_0_T,Application Usage,count,T
2024-12-22 20:08:00,1.7941027879714966,ds_0_T,Application Usage,count,T
2024-12-22 20:09:00,3.016061782836914,ds_0_T,Application Usage,count,T
2024-12-22 20:10:00,2.77748441696167,ds_0_T,Application Usage,count,T
2024-12-22 20:11:00,2.5008394718170166,ds_0_T,Application Usage,count,T
2024-12-22 20:12:00,3.0822510719299316,ds_0_T,Application Usage,count,T
2024-12-22 20:13:00,1.565273404121399,ds_0_T,Application Usage,count,T
2024-12-22 20:14:00,2.95782470703125,ds_0_T,Application Usage,count,T
2024-12-22 20:15:00,2.351728916168213,ds_0_T,Application Usage,count,T
2024-12-22 20:16:00,2.4754254817962646,ds_0_T,Application Usage,count,T
2024-12-22 20:17:00,2.57096004486084,ds_0_T,Application Usage,count,T
2024-12-22 20:18:00,1.1021896600723267,ds_0_T,Application Usage,count,T
2024-12-22 20:19:00,1.5543972253799438,ds_0_T,Application Usage,count,T
2024-12-22 20:20:00,2.7690088748931885,ds_0_T,Application Usage,count,T
2024-12-22 20:21:00,2.250692129135132,ds_0_T,Application Usage,count,T
2024-12-22 20:22:00,2.9585211277008057,ds_0_T,Application Usage,count,T
2024-12-22 20:23:00,2.630542039871216,ds_0_T,Application Usage,count,T
2024-12-22 20:24:00,2.315380096435547,ds_0_T,Application Usage,count,T
2024-12-22 20:25:00,2.3251030445098877,ds_0_T,Application Usage,count,T
2024-12-22 20:26:00,1.9170737266540527,ds_0_T,Application Usage,count,T
2024-12-22 20:27:00,2.4270734786987305,ds_0_T,Application Usage,count,T
2024-12-22 20:28:00,3.263291835784912,ds_0_T,Application Usage,count,T
2024-12-22 20:29:00,3.1875064373016357,ds_0_T,Application Usage,count,T
2024-12-22 20:30:00,2.5293431282043457,ds_0_T,Application Usage,count,T
2024-12-22 20:31:00,3.0524840354919434,ds_0_T,Application Usage,count,T
2024-12-22 20:32:00,3.52407169342041,ds_0_T,Application Usage,count,T
2024-12-22 20:33:00,1.5340763330459595,ds_0_T,Application Usage,count,T
2024-12-22 20:34:00,1.3692669868469238,ds_0_T,Application Usage,count,T
2024-12-22 20:35:00,2.9280223846435547,ds_0_T,Application Usage,count,T
2024-12-22 20:36:00,2.6979877948760986,ds_0_T,Application Usage,count,T
2024-12-22 20:37:00,3.3418593406677246,ds_0_T,Application Usage,count,T
2024-12-22 20:38:00,1.9905564785003662,ds_0_T,Application Usage,count,T
2024-12-22 20:39:00,2.9393959045410156,ds_0_T,Application Usage,count,T
2024-12-22 20:40:00,3.1249706745147705,ds_0_T,Application Usage,count,T
2024-12-22 20:41:00,1.79926598072052,ds_0_T,Application Usage,count,T
2024-12-22 20:42:00,2.4500572681427,ds_0_T,Application Usage,count,T
2024-12-22 20:43:00,1.6812007427215576,ds_0_T,Application Usage,count,T
2024-12-22 20:44:00,2.680269956588745,ds_0_T,Application Usage,count,T
2024-12-22 20:45:00,1.9910160303115845,ds_0_T,Application Usage,count,T
2024-12-22 20:46:00,2.243605375289917,ds_0_T,Application Usage,count,T
2024-12-22 20:47:00,1.8542653322219849,ds_0_T,Application Usage,count,T
2024-12-22 20:48:00,1.8303358554840088,ds_0_T,Application Usage,count,T
2024-12-22 20:49:00,1.7752588987350464,ds_0_T,Application Usage,count,T
2024-12-22 20:50:00,2.8955864906311035,ds_0_T,Application Usage,count,T
2024-12-22 20:51:00,1.4880250692367554,ds_0_T,Application Usage,count,T
2024-12-22 20:52:00,2.4929678440093994,ds_0_T,Application Usage,count,T
2024-12-22 20:53:00,3.0614864826202393,ds_0_T,Application Usage,count,T
2024-12-22 20:54:00,2.2287726402282715,ds_0_T,Application Usage,count,T
2024-12-22 20:55:00,2.631120443344116,ds_0_T,Application Usage,count,T
2024-12-22 20:56:00,2.010236978530884,ds_0_T,Application Usage,count,T
2024-12-22 20:57:00,1.5121569633483887,ds_0_T,Application Usage,count,T
2024-12-22 20:58:00,1.802046298980713,ds_0_T,Application Usage,count,T
2024-12-22 20:59:00,2.681893825531006,ds_0_T,Application Usage,count,T
2024-12-22 21:00:00,2.1589863300323486,ds_0_T,Application Usage,count,T
2024-12-22 21:01:00,2.2119622230529785,ds_0_T,Application Usage,count,T
2024-12-22 21:02:00,2.0632152557373047,ds_0_T,Application Usage,count,T
2024-12-22 21:03:00,2.0690178871154785,ds_0_T,Application Usage,count,T
